Region/Country/Area,,Year,Series,Value
688,Serbia,2017,Supply per capita (gigajoules),92
688,Serbia,2018,Supply per capita (gigajoules),91
891,Serbia and Monten. [former],1995,Primary energy production (petajoules),497
891,Serbia and Monten. [former],2000,Primary energy production (petajoules),479
891,Serbia and Monten. [former],1995,Net imports [Imports - Exports - Bunkers] (petajoules),25
891,Serbia and Monten. [former],2000,Net imports [Imports - Exports - Bunkers] (petajoules),77
891,Serbia and Monten. [former],1995,Total supply (petajoules),522
891,Serbia and Monten. [former],2000,Total supply (petajoules),556
891,Serbia and Monten. [former],1995,Supply per capita (gigajoules),48
891,Serbia and Monten. [former],2000,Supply per capita (gigajoules),61
690,Seychelles,1995,Primary energy production (petajoules),0
690,Seychelles,2000,Primary energy production (petajoules),0
690,Seychelles,2005,Primary energy production (petajoules),0
690,Seychelles,2010,Primary energy production (petajoules),0
690,Seychelles,2015,Primary energy production (petajoules),0
690,Seychelles,2016,Primary energy production (petajoules),0
690,Seychelles,2017,Primary energy production (petajoules),0
690,Seychelles,2018,Primary energy production (petajoules),0
690,Seychelles,1995,Net imports [Imports - Exports - Bunkers] (petajoules),4
690,Seychelles,2000,Net imports [Imports - Exports - Bunkers] (petajoules),5
690,Seychelles,2005,Net imports [Imports - Exports - Bunkers] (petajoules),5
690,Seychelles,2010,Net imports [Imports - Exports - Bunkers] (petajoules),6
690,Seychelles,2015,Net imports [Imports - Exports - Bunkers] (petajoules),6
690,Seychelles,2016,Net imports [Imports - Exports - Bunkers] (petajoules),8
690,Seychelles,2017,Net imports [Imports - Exports - Bunkers] (petajoules),9
690,Seychelles,2018,Net imports [Imports - Exports - Bunkers] (petajoules),8
690,Seychelles,1995,Changes in stocks (petajoules),0
690,Seychelles,2000,Changes in stocks (petajoules),0
690,Seychelles,2010,Changes in stocks (petajoules),0
690,Seychelles,2015,Changes in stocks (petajoules),0
690,Seychelles,2016,Changes in stocks (petajoules),1
690,Seychelles,2017,Changes in stocks (petajoules),0
690,Seychelles,2018,Changes in stocks (petajoules),0
690,Seychelles,1995,Total supply (petajoules),3
690,Seychelles,2000,Total supply (petajoules),4
690,Seychelles,2005,Total supply (petajoules),5
690,Seychelles,2010,Total supply (petajoules),6
690,Seychelles,2015,Total supply (petajoules),7
690,Seychelles,2016,Total supply (petajoules),7
690,Seychelles,2017,Total supply (petajoules),8
690,Seychelles,2018,Total supply (petajoules),8
690,Seychelles,1995,Supply per capita (gigajoules),39
690,Seychelles,2000,Supply per capita (gigajoules),57
690,Seychelles,2005,Supply per capita (gigajoules),64
690,Seychelles,2010,Supply per capita (gigajoules),67
690,Seychelles,2015,Supply per capita (gigajoules),71
690,Seychelles,2016,Supply per capita (gigajoules),78
690,Seychelles,2017,Supply per capita (gigajoules),80
690,Seychelles,2018,Supply per capita (gigajoules),80
694,Sierra Leone,1995,Primary energy production (petajoules),42
694,Sierra Leone,2000,Primary energy production (petajoules),49
694,Sierra Leone,2005,Primary energy production (petajoules),50
694,Sierra Leone,2010,Primary energy production (petajoules),52
694,Sierra Leone,2015,Primary energy production (petajoules),54
694,Sierra Leone,2016,Primary energy production (petajoules),54
694,Sierra Leone,2017,Primary energy production (petajoules),55
694,Sierra Leone,2018,Primary energy production (petajoules),55
694,Sierra Leone,1995,Net imports [Imports - Exports - Bunkers] (petajoules),3
694,Sierra Leone,2000,Net imports [Imports - Exports - Bunkers] (petajoules),4
694,Sierra Leone,2005,Net imports [Imports - Exports - Bunkers] (petajoules),6
694,Sierra Leone,2010,Net imports [Imports - Exports - Bunkers] (petajoules),8
694,Sierra Leone,2015,Net imports [Imports - Exports - Bunkers] (petajoules),13
694,Sierra Leone,2016,Net imports [Imports - Exports - Bunkers] (petajoules),13
694,Sierra Leone,2017,Net imports [Imports - Exports - Bunkers] (petajoules),13
694,Sierra Leone,2018,Net imports [Imports - Exports - Bunkers] (petajoules),14
694,Sierra Leone,1995,Total supply (petajoules),46
694,Sierra Leone,2000,Total supply (petajoules),54
694,Sierra Leone,2005,Total supply (petajoules),56
694,Sierra Leone,2010,Total supply (petajoules),59
694,Sierra Leone,2015,Total supply (petajoules),66
694,Sierra Leone,2016,Total supply (petajoules),67
694,Sierra Leone,2017,Total supply (petajoules),68
694,Sierra Leone,2018,Total supply (petajoules),68
694,Sierra Leone,1995,Supply per capita (gigajoules),12
694,Sierra Leone,2000,Supply per capita (gigajoules),13
694,Sierra Leone,2005,Supply per capita (gigajoules),11
694,Sierra Leone,2010,Supply per capita (gigajoules),9
694,Sierra Leone,2015,Supply per capita (gigajoules),9
694,Sierra Leone,2016,Supply per capita (gigajoules),9
694,Sierra Leone,2017,Supply per capita (gigajoules),9
694,Sierra Leone,2018,Supply per capita (gigajoules),9
702,Singapore,1995,Primary energy production (petajoules),5
702,Singapore,2000,Primary energy production (petajoules),5
702,Singapore,2005,Primary energy production (petajoules),9
702,Singapore,2010,Primary energy production (petajoules),25
702,Singapore,2015,Primary energy production (petajoules),28
702,Singapore,2016,Primary energy production (petajoules),28
702,Singapore,2017,Primary energy production (petajoules),28
702,Singapore,2018,Primary energy production (petajoules),26
702,Singapore,1995,Net imports [Imports - Exports - Bunkers] (petajoules),641
702,Singapore,2000,Net imports [Imports - Exports - Bunkers] (petajoules),783
702,Singapore,2005,Net imports [Imports - Exports - Bunkers] (petajoules),860
702,Singapore,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"1,028"
702,Singapore,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"1,248"
702,Singapore,2016,Net imports [Imports - Exports - Bunkers] (petajoules),926
702,Singapore,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"1,167"
702,Singapore,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"1,021"
702,Singapore,1995,Changes in stocks (petajoules),2
702,Singapore,2000,Changes in stocks (petajoules),27
702,Singapore,2005,Changes in stocks (petajoules),-31
702,Singapore,2010,Changes in stocks (petajoules),-25
702,Singapore,2015,Changes in stocks (petajoules),40
702,Singapore,2016,Changes in stocks (petajoules),-17
702,Singapore,2017,Changes in stocks (petajoules),27
702,Singapore,2018,Changes in stocks (petajoules),-23
702,Singapore,1995,Total supply (petajoules),645
702,Singapore,2000,Total supply (petajoules),761
702,Singapore,2005,Total supply (petajoules),899
702,Singapore,2010,Total supply (petajoules),"1,079"
702,Singapore,2015,Total supply (petajoules),"1,236"
702,Singapore,2016,Total supply (petajoules),971
702,Singapore,2017,Total supply (petajoules),"1,166"
702,Singapore,2018,Total supply (petajoules),"1,070"
702,Singapore,1995,Supply per capita (gigajoules),185
702,Singapore,2000,Supply per capita (gigajoules),194
702,Singapore,2005,Supply per capita (gigajoules),211
702,Singapore,2010,Supply per capita (gigajoules),210
702,Singapore,2015,Supply per capita (gigajoules),221
702,Singapore,2016,Supply per capita (gigajoules),172
702,Singapore,2017,Supply per capita (gigajoules),204
702,Singapore,2018,Supply per capita (gigajoules),186
534,Sint Maarten (Dutch part),2015,Net imports [Imports - Exports - Bunkers] (petajoules),12
534,Sint Maarten (Dutch part),2016,Net imports [Imports - Exports - Bunkers] (petajoules),12
534,Sint Maarten (Dutch part),2017,Net imports [Imports - Exports - Bunkers] (petajoules),12
534,Sint Maarten (Dutch part),2018,Net imports [Imports - Exports - Bunkers] (petajoules),11
534,Sint Maarten (Dutch part),2015,Total supply (petajoules),12
534,Sint Maarten (Dutch part),2016,Total supply (petajoules),12
534,Sint Maarten (Dutch part),2017,Total supply (petajoules),12
534,Sint Maarten (Dutch part),2018,Total supply (petajoules),11
534,Sint Maarten (Dutch part),2015,Supply per capita (gigajoules),295
534,Sint Maarten (Dutch part),2016,Supply per capita (gigajoules),293
534,Sint Maarten (Dutch part),2017,Supply per capita (gigajoules),282
534,Sint Maarten (Dutch part),2018,Supply per capita (gigajoules),268
703,Slovakia,1995,Primary energy production (petajoules),210
703,Slovakia,2000,Primary energy production (petajoules),263
703,Slovakia,2005,Primary energy production (petajoules),265
703,Slovakia,2010,Primary energy production (petajoules),250
703,Slovakia,2015,Primary energy production (petajoules),265
703,Slovakia,2016,Primary energy production (petajoules),266
703,Slovakia,2017,Primary energy production (petajoules),265
703,Slovakia,2018,Primary energy production (petajoules),256
703,Slovakia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),510
703,Slovakia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),480
703,Slovakia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),514
703,Slovakia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),473
703,Slovakia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),405
703,Slovakia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),410
703,Slovakia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),464
703,Slovakia,2018,Net imports [Imports - Exports - Bunkers] (petajoules),452
703,Slovakia,1995,Changes in stocks (petajoules),-22
703,Slovakia,2000,Changes in stocks (petajoules),4
703,Slovakia,2005,Changes in stocks (petajoules),4
703,Slovakia,2010,Changes in stocks (petajoules),-12
703,Slovakia,2015,Changes in stocks (petajoules),-4
703,Slovakia,2016,Changes in stocks (petajoules),-9
703,Slovakia,2017,Changes in stocks (petajoules),13
703,Slovakia,2018,Changes in stocks (petajoules),-8
703,Slovakia,1995,Total supply (petajoules),742
703,Slovakia,2000,Total supply (petajoules),740
703,Slovakia,2005,Total supply (petajoules),776
703,Slovakia,2010,Total supply (petajoules),736
703,Slovakia,2015,Total supply (petajoules),675
703,Slovakia,2016,Total supply (petajoules),686
703,Slovakia,2017,Total supply (petajoules),717
703,Slovakia,2018,Total supply (petajoules),716
703,Slovakia,1995,Supply per capita (gigajoules),138
703,Slovakia,2000,Supply per capita (gigajoules),137
703,Slovakia,2005,Supply per capita (gigajoules),143
703,Slovakia,2010,Supply per capita (gigajoules),136
703,Slovakia,2015,Supply per capita (gigajoules),124
703,Slovakia,2016,Supply per capita (gigajoules),126
703,Slovakia,2017,Supply per capita (gigajoules),132
703,Slovakia,2018,Supply per capita (gigajoules),131
705,Slovenia,1995,Primary energy production (petajoules),124
705,Slovenia,2000,Primary energy production (petajoules),129
705,Slovenia,2005,Primary energy production (petajoules),146
705,Slovenia,2010,Primary energy production (petajoules),157
705,Slovenia,2015,Primary energy production (petajoules),142
705,Slovenia,2016,Primary energy production (petajoules),144
705,Slovenia,2017,Primary energy production (petajoules),153
705,Slovenia,2018,Primary energy production (petajoules),148
705,Slovenia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),129
705,Slovenia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),141
705,Slovenia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),160
705,Slovenia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),149
705,Slovenia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),133
705,Slovenia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),133
705,Slovenia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),144
705,Slovenia,2018,Net imports [Imports - Exports - Bunkers] (petajoules),143
705,Slovenia,1995,Changes in stocks (petajoules),-1
705,Slovenia,2000,Changes in stocks (petajoules),2
705,Slovenia,2005,Changes in stocks (petajoules),0
705,Slovenia,2010,Changes in stocks (petajoules),0
705,Slovenia,2015,Changes in stocks (petajoules),0
705,Slovenia,2016,Changes in stocks (petajoules),0
705,Slovenia,2017,Changes in stocks (petajoules),3
705,Slovenia,2018,Changes in stocks (petajoules),-1
705,Slovenia,1995,Total supply (petajoules),254
705,Slovenia,2000,Total supply (petajoules),269
705,Slovenia,2005,Total supply (petajoules),306
705,Slovenia,2010,Total supply (petajoules),306
705,Slovenia,2015,Total supply (petajoules),275
705,Slovenia,2016,Total supply (petajoules),278
705,Slovenia,2017,Total supply (petajoules),293
705,Slovenia,2018,Total supply (petajoules),291
705,Slovenia,1995,Supply per capita (gigajoules),129
705,Slovenia,2000,Supply per capita (gigajoules),135
705,Slovenia,2005,Supply per capita (gigajoules),153
705,Slovenia,2010,Supply per capita (gigajoules),150
705,Slovenia,2015,Supply per capita (gigajoules),133
705,Slovenia,2016,Supply per capita (gigajoules),134
705,Slovenia,2017,Supply per capita (gigajoules),141
705,Slovenia,2018,Supply per capita (gigajoules),140
90,Solomon Islands,1995,Primary energy production (petajoules),3
90,Solomon Islands,2000,Primary energy production (petajoules),3
90,Solomon Islands,2005,Primary energy production (petajoules),3
90,Solomon Islands,2010,Primary energy production (petajoules),3
90,Solomon Islands,2015,Primary energy production (petajoules),3
90,Solomon Islands,2016,Primary energy production (petajoules),3
90,Solomon Islands,2017,Primary energy production (petajoules),3
90,Solomon Islands,2018,Primary energy production (petajoules),3
90,Solomon Islands,1995,Net imports [Imports - Exports - Bunkers] (petajoules),3
90,Solomon Islands,2000,Net imports [Imports - Exports - Bunkers] (petajoules),4
90,Solomon Islands,2005,Net imports [Imports - Exports - Bunkers] (petajoules),4
90,Solomon Islands,2010,Net imports [Imports - Exports - Bunkers] (petajoules),5
90,Solomon Islands,2015,Net imports [Imports - Exports - Bunkers] (petajoules),5
90,Solomon Islands,2016,Net imports [Imports - Exports - Bunkers] (petajoules),5
90,Solomon Islands,2017,Net imports [Imports - Exports - Bunkers] (petajoules),5
90,Solomon Islands,2018,Net imports [Imports - Exports - Bunkers] (petajoules),5
90,Solomon Islands,1995,Total supply (petajoules),6
90,Solomon Islands,2000,Total supply (petajoules),6
90,Solomon Islands,2005,Total supply (petajoules),7
90,Solomon Islands,2010,Total supply (petajoules),8
90,Solomon Islands,2015,Total supply (petajoules),8
90,Solomon Islands,2016,Total supply (petajoules),7
90,Solomon Islands,2017,Total supply (petajoules),7
90,Solomon Islands,2018,Total supply (petajoules),8
90,Solomon Islands,1995,Supply per capita (gigajoules),17
90,Solomon Islands,2000,Supply per capita (gigajoules),16
90,Solomon Islands,2005,Supply per capita (gigajoules),16
90,Solomon Islands,2010,Supply per capita (gigajoules),15
90,Solomon Islands,2015,Supply per capita (gigajoules),13
90,Solomon Islands,2016,Supply per capita (gigajoules),12
90,Solomon Islands,2017,Supply per capita (gigajoules),12
90,Solomon Islands,2018,Supply per capita (gigajoules),12
706,Somalia,1995,Primary energy production (petajoules),69
706,Somalia,2000,Primary energy production (petajoules),85
706,Somalia,2005,Primary energy production (petajoules),103
706,Somalia,2010,Primary energy production (petajoules),124
706,Somalia,2015,Primary energy production (petajoules),129
706,Somalia,2016,Primary energy production (petajoules),136
706,Somalia,2017,Primary energy production (petajoules),139
706,Somalia,2018,Primary energy production (petajoules),143
706,Somalia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),8
706,Somalia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),5
706,Somalia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),4
706,Somalia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),1
706,Somalia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),9
